feature,sentiment
 vergrößertest ,1
 vergrößertet ,1
 vergrößerung ,1
 vergrößerungen ,1
 verhagelt ,1
 verhalten ,-1
 verhaltensgestört ,-1
 verhandel ,1
 verhandele ,1
 verhandelen ,1
 verhandeln ,1
 verhandelst ,1
 verhandelt ,1
 verhandelte ,1
 verhandelten ,1
 verhandeltest ,1
 verhandeltet ,1
 verhandelung ,1
 verhandl ,1
 verhandle ,1
 verhandlungssicher ,1
 verhängnis ,-1
 verhängnise ,-1
 verhängnisen ,-1
 verhängnises ,-1
 verhängniss ,-1
 verhängnisse ,-1
 verhängnissen ,-1
 verhängnisses ,-1
 verhängnisvoll ,-1
 verharmlos ,-1
 verharmlose ,-1
 verharmlosen ,-1
 verharmlosest ,-1
 verharmloset ,-1
 verharmlost ,-1
 verharmloste ,-1
 verharmlosten ,-1
 verharmlostest ,-1
 verharmlostet ,-1
 verhasst ,-1
 verhasste ,-1
 verhasstem ,-1
 verhassten ,-1
 verhasster ,-1
 verhasstere ,-1
 verhassterem ,-1
 verhassteren ,-1
 verhassterer ,-1
 verhassteres ,-1
 verhasstes ,-1
 verhasstest ,-1
 verhassteste ,-1
 verhasstestem ,-1
 verhasstesten ,-1
 verhasstester ,-1
 verhasstestes ,-1
 verhasstheit ,-1
 verhau ,-1
 verhauen ,-1
 verheer ,-1
 verheere ,-1
 verheeren ,-1
 verheerend ,-1
 verheerende ,-1
 verheerendem ,-1
 verheerenden ,-1
 verheerender ,-1
 verheerendere ,-1
 verheerenderem ,-1
 verheerenderen ,-1
 verheerenderer ,-1
 verheerenderes ,-1
 verheerendes ,-1
 verheerendst ,-1
 verheerendste ,-1
 verheerendstem ,-1
 verheerendsten ,-1
 verheerendster ,-1
 verheerendstes ,-1
 verheern ,-1
 verheerst ,-1
 verheert ,-1
 verheerte ,-1
 verheerten ,-1
 verheertest ,-1
 verheertet ,-1
 verheerung ,-1
 verheißung ,1
 verheißungsvoll ,1
 verheißungsvolle ,1
 verheißungsvollem ,1
 verheißungsvollen ,1
 verheißungsvoller ,1
 verheißungsvollere ,1
 verheißungsvollerem ,1
 verheißungsvolleren ,1
 verheißungsvollerer ,1
 verheißungsvolleres ,1
 verheißungsvolles ,1
 verheißungsvollst ,1
 verheißungsvollste ,1
 verheißungsvollstem ,1
 verheißungsvollsten ,1
 verheißungsvollster ,1
 verheißungsvollstes ,1
 verherrlich ,-1
 verherrliche ,-1
 verherrlichen ,-1
 verherrlichest ,-1
 verherrlichet ,-1
 verherrlichst ,-1
 verherrlicht ,-1
 verherrlichte ,-1
 verherrlichten ,-1
 verherrlichtest ,-1
 verherrlichtet ,-1
 verherrlichung ,-1
 verhieb ,-1
 verhöhn ,-1
 verhöhne ,-1
 verhöhnen ,-1
 verhöhnest ,-1
 verhöhnet ,-1
 verhöhnst ,-1
 verhöhnt ,-1
 verhöhnte ,-1
 verhöhnten ,-1
 verhöhntest ,-1
 verhöhntet ,-1
 verhöhnung ,-1
 verhungert ,-1
 verhunzung ,-1
 verirr ,-1
 verirre ,-1
 verirren ,-1
 verirrest ,-1
 verirret ,-1
 verirrst ,-1
 verirrt ,-1
 verirrte ,-1
 verirrten ,-1
 verirrtest ,-1
 verirrtet ,-1
 veritabel ,1
 veritabelst ,1
 veritabelste ,1
 veritabelstem ,1
 veritabelsten ,1
 veritabelster ,1
 veritabelstes ,1
 veritable ,1
 veritablem ,1
 veritablen ,1
 veritabler ,1
 veritablere ,1
 veritablerem ,1
 veritableren ,1
 veritablerer ,1
 veritableres ,1
 veritables ,1
 verkehrsreich ,-1
 verkehrswidrig ,-1
 verkehrswidrige ,-1
 verkehrswidrigem ,-1
 verkehrswidrigen ,-1
 verkehrswidriger ,-1
 verkehrswidrigere ,-1
 verkehrswidrigerem ,-1
 verkehrswidrigeren ,-1
 verkehrswidrigerer ,-1
 verkehrswidrigeres ,-1
 verkehrswidriges ,-1
 verkehrswidrigst ,-1
 verkehrswidrigste ,-1
 verkehrswidrigstem ,-1
 verkehrswidrigsten ,-1
 verkehrswidrigster ,-1
 verkehrswidrigstes ,-1
 verkehrt ,-1
 verkleiner ,-1
 verkleinere ,-1
 verkleineren ,-1
 verkleinern ,-1
 verkleinerst ,-1
 verkleinert ,-1
 verkleinerte ,-1
 verkleinerten ,-1
 verkleinertest ,-1
 verkleinertet ,-1
 verkleinerung ,-1
 verkleinerungen ,-1
 verknappung ,-1
 verkrumpeln ,-1
 verkrüppeln ,-1
 verkrüppelt ,-1
 verkrüppelte ,-1
 verkümmerung ,-1
 verlagert ,-1
 verlangsam ,-1
 verlangsame ,-1
 verlangsamen ,-1
 verlangsamest ,-1
 verlangsamet ,-1
 verlangsamst ,-1
 verlangsamt ,-1
 verlangsamte ,-1
 verlangsamten ,-1
 verlangsamtest ,-1
 verlangsamtet ,-1
 verlangsamung ,-1
 verlangsamungen ,-1
 verlassen ,-1
 verlassenheit ,-1
 verlässlich ,1
 verlegen ,-1
 verlegenheit ,-1
 verleitend ,1
 verleitung ,-1
 verletz ,-1
 verletzbar ,-1
 verletzbare ,-1
 verletzbarem ,-1
 verletzbaren ,-1
 verletzbarer ,-1
 verletzbarere ,-1
 verletzbarerem ,-1
 verletzbareren ,-1
 verletzbarerer ,-1
 verletzbareres ,-1
 verletzbares ,-1
 verletzbarst ,-1
 verletzbarste ,-1
 verletzbarstem ,-1
 verletzbarsten ,-1
 verletzbarster ,-1
 verletzbarstes ,-1
 verletze ,-1
 verletzen ,-1
 verletzend ,-1
 verletzer ,-1
 verletzest ,-1
 verletzet ,-1
 verletzlich ,-1
 verletzliche ,-1
 verletzlichem ,-1
 verletzlichen ,-1
 verletzlicher ,-1
 verletzlichere ,-1
 verletzlicherem ,-1
 verletzlicheren ,-1
 verletzlicherer ,-1
 verletzlicheres ,-1
 verletzliches ,-1
 verletzlichst ,-1
 verletzlichste ,-1
 verletzlichstem ,-1
 verletzlichsten ,-1
 verletzlichster ,-1
 verletzlichstes ,-1
 verletzt ,-1
 verletzte ,-1
 verletztem ,-1
 verletzten ,-1
 verletzter ,-1
 verletztere ,-1
 verletzterem ,-1
 verletzteren ,-1
 verletzterer ,-1
 verletzteres ,-1
 verletztes ,-1
 verletztest ,-1
 verletzteste ,-1
 verletztestem ,-1
 verletztesten ,-1
 verletztester ,-1
 verletztestes ,-1
 verletztet ,-1
 verletzung ,-1
 verletzungen ,-1
 verleugnen ,-1
 verleugnete ,-1
 verleugnung ,-1
 verleumd ,-1
 verleumde ,-1
 verleumden ,-1
 verleumder ,-1
 verleumderisch ,-1
 verleumdest ,-1
 verleumdet ,-1
 verleumdete ,-1
 verleumdeten ,-1
 verleumdetest ,-1
 verleumdetet ,-1
 verleumdte ,-1
 verleumdten ,-1
 verleumdtest ,-1
 verleumdtet ,-1
 verleumdung ,-1
 verleumdungen ,-1
 verliebt ,1
 verlieren ,-1
 verlierend ,-1
 verlierende ,-1
 verlierer ,-1
 verlierern ,-1
 verlierers ,-1
 verlies ,-1
 verlöbnis ,1
 verlöbnise ,1
 verlöbnisen ,1
 verlöbnises ,1
 verlöbniss ,1
 verlöbnisse ,1
 verlöbnissen ,1
 verlöbnisses ,1
 verlobung ,1
 verlobungen ,1
 verlockend ,1
 verlockung ,1
 verlogen ,-1
 verlogene ,-1
 verlogenem ,-1
 verlogenen ,-1
 verlogener ,-1
 verlogenere ,-1
 verlogenerem ,-1
 verlogeneren ,-1
 verlogenerer ,-1
 verlogeneres ,-1
 verlogenes ,-1
 verlogenheit ,-1
 verlogenst ,-1
 verlogenste ,-1
 verlogenstem ,-1
 verlogensten ,-1
 verlogenster ,-1
 verlogenstes ,-1
 verlogner ,-1
 verlognere ,-1
 verlognerem ,-1
 verlogneren ,-1
 verlognerer ,-1
 verlogneres ,-1
 verloren ,-1
 verlust ,-1
 vermach ,1
 vermache ,1
 vermachen ,1
 vermachest ,1
 vermachet ,1
 vermachst ,1
 vermacht ,1
 vermachte ,1
 vermachten ,1
 vermachtest ,1
 vermachtet ,1
 vermasseln ,-1
 vermeiden ,-1
 vermeidung ,-1
 vermeidungen ,-1
 vermeintlich ,-1
 vermengt ,-1
 vermessen ,-1
 verminder ,-1
 vermindere ,-1
 verminderen ,-1
 vermindern ,-1
 vermindernd ,-1
 verminderst ,-1
 vermindert ,-1
 verminderte ,-1
 verminderten ,-1
 vermindertest ,-1
 vermindertet ,-1
 verminderung ,-1
 verminderungen ,-1
 vermittel ,1
 vermittele ,1
 vermittelen ,1
 vermitteln ,1
 vermittelst ,1
 vermittelt ,1
 vermittelte ,1
 vermittelten ,1
 vermitteltest ,1
 vermitteltet ,1
 vermittl ,1
 vermittle ,1
 vermittlung ,1
 vermögend ,1
 vernachlässigt ,-1
 vernachlässigte ,-1
 vernachlässigung ,-1
 vernachlässigungen ,-1
 vernarbt ,-1
 vernarrte ,1
 vernebelung ,-1
 vernehmbar ,1
 vernicht ,-1
 vernichte ,-1
 vernichten ,-1
 vernichtend ,-1
 vernichtest ,-1
 vernichtet ,-1
 vernichtete ,-1
 vernichteten ,-1
 vernichtetest ,-1
 vernichtetet ,-1
 vernichtte ,-1
 vernichtten ,-1
 vernichttest ,-1
 vernichttet ,-1
 vernichtung ,-1
 vernichtungen ,-1
 vernunft ,1
 vernünftig ,1
 vernünftige ,1
 vernünftigem ,1
 vernünftigen ,1
 vernünftiger ,1
 vernünftigere ,1
 vernünftigerem ,1
 vernünftigeren ,1
 vernünftigerer ,1
 vernünftigeres ,1
 vernünftigerweise ,1
 vernünftiges ,1
 vernünftigkeit ,1
 vernünftigst ,1
 vernünftigste ,1
 vernünftigstem ,1
 vernünftigsten ,1
 vernünftigster ,1
 vernünftigstes ,1
 vernunftswidrig ,-1
 verpflichtend ,-1
 verpflichtet ,1
 verrat ,-1
 verrate ,-1
 verraten ,-1
 verräter ,-1
 verräterin ,-1
 verräterisch ,-1
 verräterische ,-1
 verräterischem ,-1
 verräterischen ,-1
 verräterischer ,-1
 verräterischere ,-1
 verräterischerem ,-1
 verräterischeren ,-1
 verräterischerer ,-1
 verräterischeres ,-1
 verräterisches ,-1
 verräterischst ,-1
 verräterischste ,-1
 verräterischstem ,-1
 verräterischsten ,-1
 verräterischster ,-1
 verräterischstes ,-1
 verrätern ,-1
 verräters ,-1
 verrates ,-1
 verrats ,-1
 verrenkt ,-1
 verringern ,-1
 verrohen ,-1
 verrohte ,-1
 verrostet ,-1
 verrucht ,-1
 verruchte ,-1
 verruchtem ,-1
 verruchten ,-1
 verruchter ,-1
 verruchtere ,-1
 verruchterem ,-1
 verruchteren ,-1
 verruchterer ,-1
 verruchteres ,-1
 verruchtes ,-1
 verruchtest ,-1
 verruchteste ,-1
 verruchtestem ,-1
 verruchtesten ,-1
 verruchtester ,-1
 verruchtestes ,-1
 verrückt ,-1
 verrückte ,-1
 verrücktem ,-1
 verrückten ,-1
 verrückter ,-1
 verrücktere ,-1
 verrückterem ,-1
 verrückteren ,-1
 verrückterer ,-1
 verrückteres ,-1
 verrücktes ,-1
 verrücktest ,-1
 verrückteste ,-1
 verrücktestem ,-1
 verrücktesten ,-1
 verrücktester ,-1
 verrücktestes ,-1
 verrücktheit ,-1
 verrücktheiten ,-1
 verruf ,-1
 verrufen ,-1
 versagen ,-1
 versager ,-1
 versagerin ,-1
 versäumnis ,-1
 versäumnise ,-1
 versäumnisen ,-1
 versäumnises ,-1
 versäumniss ,-1
 verschattung ,-1
 verschieben ,-1
 verschimmelt ,-1
 verschlechtern ,-1
 verschlechternd ,-1
 verschlechtert ,-1
 verschlechterte ,-1
 verschlechterung ,-1
 verschlechterungen ,-1
 verschleiert ,-1
 verschlepp ,-1
 verschleppe ,-1
 verschleppen ,-1
 verschleppest ,-1
 verschleppet ,-1
 verschleppst ,-1
 verschleppt ,-1
 verschleppte ,-1
 verschleppten ,-1
 verschlepptest ,-1
 verschlepptet ,-1
 verschleppung ,-1
 verschleuder ,-1
 verschleudere ,-1
 verschleuderen ,-1
 verschleudern ,-1
 verschleuderst ,-1
 verschleudert ,-1
 verschleuderte ,-1
 verschleuderten ,-1
 verschleudertest ,-1
 verschleudertet ,-1
 verschlimmert ,-1
 verschlimmerung ,-1
 verschlingen ,-1
 verschlossen ,-1
 verschmutz ,-1
 verschmutze ,-1
 verschmutzen ,-1
 verschmutzest ,-1
 verschmutzet ,-1
 verschmutzt ,-1
 verschmutzte ,-1
 verschmutzten ,-1
 verschmutztest ,-1
 verschmutztet ,-1
 verschmutzung ,-1
 verschmutzungen ,-1
 verschoben ,-1
 verschöner ,1
 verschönere ,1
 verschöneren ,1
 verschönern ,1
 verschönerst ,1
 verschönert ,1
 verschönerte ,1
 verschönerten ,1
 verschönertest ,1
 verschönertet ,1
 verschönerung ,1
 verschönerungen ,1
 verschulden ,-1
 verschuldet ,1
 verschwend ,-1
 verschwende ,-1
 verschwenden ,-1
 verschwenderisch ,-1
 verschwenderische ,-1
 verschwenderischem ,-1
 verschwenderischen ,-1
 verschwenderischer ,-1
 verschwenderischere ,-1
 verschwenderischerem ,-1
 verschwenderischeren ,-1
 verschwenderischerer ,-1
 verschwenderischeres ,-1
 verschwenderisches ,-1
 verschwenderischst ,-1
 verschwenderischste ,-1
 verschwenderischstem ,-1
 verschwenderischsten ,-1
 verschwenderischster ,-1
 verschwenderischstes ,-1
 verschwendest ,-1
 verschwendet ,-1
 verschwendete ,-1
 verschwendeten ,-1
 verschwendetest ,-1
 verschwendetet ,-1
 verschwendte ,-1
 verschwendten ,-1
 verschwendtest ,-1
 verschwendtet ,-1
 verschwendung ,-1
 verschwendungen ,-1
 verschwiegen ,-1
 verschwinden ,-1
 verschwommen ,-1
 verschwommenheit ,-1
 verschwörer ,-1
 verschwörerisch ,-1
 verschwörung ,-1
 verschwörungen ,-1
 versehentlich ,-1
 versehrung ,-1
 versenk ,-1
 versenke ,-1
 versenken ,-1
 versenkest ,-1
 versenket ,-1
 versenkst ,-1
 versenkt ,-1
 versenkte ,-1
 versenkten ,-1
 versenktest ,-1
 versenktet ,-1
 versenkung ,-1
 versenkungen ,-1
 versessen ,-1
 versessenheit ,1
 versicher ,1
 versichere ,1
 versicheren ,1
 versichern ,1
 versicherst ,1
 versichert ,1
 versicherte ,1
 versicherten ,1
 versichertest ,1
 versichertet ,1
 versicherung ,1
 versicherungen ,1
 versiert ,1
 versierte ,1
 versiertem ,1
 versierten ,1
 versierter ,1
 versiertere ,1
 versierterem ,1
 versierteren ,1
 versierterer ,1
 versierteres ,1
 versiertes ,1
 versiertest ,1
 versierteste ,1
 versiertestem ,1
 versiertesten ,1
 versiertester ,1
 versiertestes ,1
 versklav ,-1
 versklave ,-1
 versklaven ,-1
 versklavest ,-1
 versklavet ,-1
 versklavst ,-1
 versklavt ,-1
 versklavte ,-1
 versklavtem ,-1
 versklavten ,-1
 versklavter ,-1
 versklavtere ,-1
 versklavterem ,-1
 versklavteren ,-1
 versklavterer ,-1
 versklavteres ,-1
 versklavtes ,-1
 versklavtest ,-1
 versklavteste ,-1
 versklavtestem ,-1
 versklavtesten ,-1
 versklavtester ,-1
 versklavtestes ,-1
 versklavtet ,-1
 versklavung ,-1
 versklavungen ,-1
 versöhn ,1
 versöhne ,1
 versöhnen ,1
 versöhnest ,1
 versöhnet ,1
 versöhnlich ,1
 versöhnlichkeit ,1
 versöhnst ,1
 versöhnt ,1
 versöhnte ,1
 versöhnten ,1
 versöhntest ,1
 versöhntet ,1
 versöhnung ,1
 versöhnungen ,1
 versorgend ,1
 verspätet ,-1
 verspiel ,-1
 verspiele ,-1
 verspielen ,-1
 verspielest ,-1
 verspielet ,-1
 verspielst ,-1
 verspielt ,-1
 verspielte ,-1
 verspielten ,-1
 verspieltest ,-1
 verspieltet ,-1
 verspottung ,-1
 versprechen ,1
 versprechend ,1
 versprechens ,1
 verstand ,1
 verstandes ,1
 verstandesschärfe ,1
 verständig ,1
 verständlich ,1
 verständliche ,1
 verständlichem ,1
 verständlichen ,1
 verständlicher ,1
 verständlichere ,1
 verständlicherem ,1
 verständlicheren ,1
 verständlicherer ,1
 verständlicheres ,1
 verständliches ,1
 verständlichst ,1
 verständlichste ,1
 verständlichstem ,1
 verständlichsten ,1
 verständlichster ,1
 verständlichstes ,1
 verständnis ,1
 verständniss ,1
 verständnisse ,1
 verständnissen ,1
 verständnisses ,1
 verständnisvoll ,1
 verstands ,1
 verstärk ,1
 verstärke ,1
 verstärken ,1
 verstärkest ,1
 verstärket ,1
 verstärkst ,1
 verstärkt ,1
 verstärkte ,1
 verstärkten ,1
 verstärktest ,1
 verstärktet ,1
 verstärkung ,1
 verstärkungen ,1
 versteck ,-1
 versteckte ,-1
 verstehen ,1
 versteinern ,-1
 versteinert ,-1
 versteinerte ,-1
 verstellung ,-1
 verstieß ,-1
 verstimm ,-1
 verstimme ,-1
 verstimmen ,-1
 verstimmest ,-1
 verstimmet ,-1
 verstimmst ,-1
 verstimmt ,-1
 verstimmte ,-1
 verstimmten ,-1
 verstimmtest ,-1
 verstimmtet ,-1
 verstopfen ,-1
 verstopft ,-1
 verstorben ,-1
 verstorbene ,-1
 verstört ,-1
 verstoß ,-1
 verstöße ,-1
 verstoßen ,-1
 verstößen ,-1
 verstoßes ,-1
 verstoßs ,-1
 verstoßung ,-1
 verstrick ,-1
 verstricke ,-1
 verstricken ,-1
 verstrickest ,-1
 verstricket ,-1
 verstrickst ,-1
 verstrickt ,-1
 verstrickte ,-1
 verstrickten ,-1
 verstricktest ,-1
 verstricktet ,-1
 verstrickung ,-1
 verstrickungen ,-1
 versuch ,-1
 versuchsaufbau ,-1
 versuchsweise ,-1
 versuchung ,-1
 versuchungen ,-1
 versündigung ,-1
 versunken ,1
 versunkenheit ,-1
 verteidig ,1
 verteidige ,1
 verteidigen ,1
 verteidiger ,1
 verteidigerin ,1
 verteidigern ,1
 verteidigers ,1
 verteidigest ,1
 verteidiget ,1
 verteidigst ,1
 verteidigt ,1
 verteidigte ,1
 verteidigten ,1
 verteidigtest ,1
 verteidigtet ,1
 verteidigung ,1
 verteidigungen ,1
 verteufeln ,-1
 verteufelt ,-1
 verteufelte ,-1
 vertiefend ,-1
 vertiefung ,-1
 vertrag ,1
 verträge ,1
 verträgen ,1
 vertrages ,1
 verträglich ,1
 vertrags ,1
 vertrauen ,1
 vertrauenerweckend ,1
 vertrauenerweckende ,1
 vertrauenerweckendem ,1
 vertrauenerweckenden ,1
 vertrauenerweckender ,1
 vertrauenerweckendere ,1
 vertrauenerweckenderem ,1
 vertrauenerweckenderen ,1
 vertrauenerweckenderer ,1
 vertrauenerweckenderes ,1
 vertrauenerweckendes ,1
 vertrauenerweckendst ,1
 vertrauenerweckendste ,1
 vertrauenerweckendstem ,1
 vertrauenerweckendsten ,1
 vertrauenerweckendster ,1
 vertrauenerweckendstes ,1
 vertrauens ,1
 vertrauensbrecher ,-1
 vertrauensselig ,-1
 vertrauensvoll ,1
 vertrauensvolle ,1
 vertrauensvollem ,1
 vertrauensvollen ,1
 vertrauensvoller ,1
 vertrauensvollere ,1
 vertrauensvollerem ,1
 vertrauensvolleren ,1
 vertrauensvollerer ,1
 vertrauensvolleres ,1
 vertrauensvolles ,1
 vertrauensvollst ,1
 vertrauensvollste ,1
 vertrauensvollstem ,1
 vertrauensvollsten ,1
 vertrauensvollster ,1
 vertrauensvollstes ,1
 vertrauenswürdig ,1
 vertrauenswürdige ,1
 vertrauenswürdigem ,1
 vertrauenswürdigen ,1
 vertrauenswürdiger ,1
 vertrauenswürdigere ,1
 vertrauenswürdigerem ,1
 vertrauenswürdigeren ,1
 vertrauenswürdigerer ,1
 vertrauenswürdigeres ,1
 vertrauenswürdiges ,1
 vertrauenswürdigkeit ,1
 vertrauenswürdigst ,1
 vertrauenswürdigste ,1
 vertrauenswürdigstem ,1
 vertrauenswürdigsten ,1
 vertrauenswürdigster ,1
 vertrauenswürdigstes ,1
 vertraulich ,1
 verträumt ,1
 vertraut ,1
 vertraute ,1
 vertrautem ,1
 vertrauten ,1
 vertrauter ,1
 vertrautere ,1
 vertrauterem ,1
 vertrauteren ,1
 vertrauterer ,1
 vertrauteres ,1
 vertrautes ,1
 vertrautest ,1
 vertrauteste ,1
 vertrautestem ,1
 vertrautesten ,1
 vertrautester ,1
 vertrautestes ,1
 vertrautheit ,1
 vertrautheiten ,1
 vertreiben ,-1
 vertreibung ,-1
 vertreibungen ,-1
 verunglimpfung ,-1
 verunkrautet ,-1
 verurteil ,-1
 verurteile ,-1
 verurteilen ,-1
 verurteilest ,-1
 verurteilet ,-1
 verurteilst ,-1
 verurteilt ,-1
 verurteilte ,-1
 verurteilten ,-1
 verurteiltest ,-1
 verurteiltet ,-1
 verurteilung ,-1
 verurteilungen ,-1
 vervollkommnung ,1
 verwahrlost ,-1
 verwarnung ,-1
 verwegen ,1
 verwegenheit ,-1
 verweigerung ,-1
 verweigerungen ,-1
 verweis ,-1
 verwelken ,-1
 verwendbar ,1
 verwendbare ,1
 verwendbarem ,1
 verwendbaren ,1
 verwendbarer ,1
 verwendbarere ,1
 verwendbarerem ,1
 verwendbareren ,1
 verwendbarerer ,1
 verwendbareres ,1
 verwendbares ,1
 verwendbarkeit ,1
 verwendbarst ,1
 verwendbarste ,1
 verwendbarstem ,1
 verwendbarsten ,1
 verwendbarster ,1
 verwendbarstes ,1
 verwerflich ,-1
 verwerfliche ,-1
 verwerflichem ,-1
 verwerflichen ,-1
 verwerflicher ,-1
 verwerflichere ,-1
 verwerflicherem ,-1
 verwerflicheren ,-1
 verwerflicherer ,-1
 verwerflicheres ,-1
 verwerfliches ,-1
 verwerflichst ,-1
 verwerflichste ,-1
 verwerflichstem ,-1
 verwerflichsten ,-1
 verwerflichster ,-1
 verwerflichstes ,-1
 verwerfung ,-1
 verwerfungen ,-1
 verwertbar ,1
 verwickel ,-1
 verwickele ,-1
 verwickelen ,-1
 verwickeln ,-1
 verwickelst ,-1
 verwickelt ,-1
 verwickelte ,-1
 verwickelten ,-1
 verwickeltest ,-1
 verwickeltet ,-1
 verwickl ,-1
 verwickle ,-1
 verwicklung ,-1
 verwildert ,-1
 verwindungssteif ,-1
 verwirklichen ,1
 verwirklichung ,1
 verwirklichungen ,1
 verwirr ,-1
 verwirre ,-1
 verwirren ,-1
 verwirrend ,-1
 verwirrest ,-1
 verwirret ,-1
 verwirrlich ,-1
 verwirrst ,-1
 verwirrt ,-1
 verwirrte ,-1
 verwirrten ,-1
 verwirrtest ,-1
 verwirrtet ,-1
 verwirrtheit ,-1
 verwirrung ,-1
 verwirrungen ,-1
 verwöhn ,1
 verwöhne ,1
 verwöhnen ,1
 verwöhnest ,1
 verwöhnet ,1
 verwöhnst ,1
 verwöhnt ,1
 verwöhnte ,1
 verwöhnten ,1
 verwöhntest ,1
 verwöhntet ,1
 verworren ,-1
 verworrene ,-1
 verworrenem ,-1
 verworrenen ,-1
 verworrener ,-1
 verworrenere ,-1
 verworrenerem ,-1
 verworreneren ,-1
 verworrenerer ,-1
 verworreneres ,-1
 verworrenes ,-1
 verworrenst ,-1
 verworrenste ,-1
 verworrenstem ,-1
 verworrensten ,-1
 verworrenster ,-1
 verworrenstes ,-1
 verworrner ,-1
 verworrnere ,-1
 verworrnerem ,-1
 verworrneren ,-1
 verworrnerer ,-1
 verworrneres ,-1
 verwund ,-1
 verwunde ,-1
 verwunden ,-1
 verwunderung ,-1
 verwundest ,-1
 verwundet ,-1
 verwundete ,-1
 verwundeten ,-1
 verwundetest ,-1
 verwundetet ,-1
 verwundte ,-1
 verwundten ,-1
 verwundtest ,-1
 verwundtet ,-1
 verwundung ,-1
 verwundungen ,-1
 verwünschen ,-1
 verwünscht ,-1
 verwünschte ,-1
 verwüst ,-1
 verwüste ,-1
 verwüsten ,-1
 verwüstend ,-1
 verwüstest ,-1
 verwüstet ,-1
 verwüstst ,-1
 verwüstt ,-1
 verwüstte ,-1
 verwüstten ,-1
 verwüsttest ,-1
 verwüsttet ,-1
 verwüstung ,-1
 verwüstungen ,-1
 verzagtheit ,-1
 verzaubert ,1
 verzehrende ,-1
 verzeihen ,1
 verzeihlich ,1
 verzeihung ,-1
 verzerr ,-1
 verzerre ,-1
 verzerren ,-1
 verzerrest ,-1
 verzerret ,-1
 verzerrst ,-1
 verzerrt ,-1
 verzerrte ,-1
 verzerrten ,-1
 verzerrtest ,-1
 verzerrtet ,-1
 verzerrung ,-1
 verzerrungen ,-1
 verzicht ,-1
 verzichte ,-1
 verzichten ,-1
 verzichtes ,-1
 verzichts ,-1
 verzöger ,-1
 verzögere ,-1
 verzögeren ,-1
 verzögern ,-1
 verzögerst ,-1
 verzögert ,-1
 verzögerte ,-1
 verzögerten ,-1
 verzögertest ,-1
 verzögertet ,-1
 verzögerung ,-1
 verzögerungen ,-1
 verzückt ,1
 verzückte ,1
 verzücktem ,1
 verzückten ,1
 verzückter ,1
 verzücktere ,1
 verzückterem ,1
 verzückteren ,1
 verzückterer ,1
 verzückteres ,1
 verzücktes ,1
 verzücktest ,1
 verzückteste ,1
 verzücktestem ,1
 verzücktesten ,1
 verzücktester ,1
 verzücktestes ,1
 verzweifel ,-1
 verzweifele ,-1
 verzweifelen ,-1
 verzweifeln ,-1
 verzweifelst ,-1
 verzweifelt ,-1
 verzweifelte ,-1
 verzweifeltem ,-1
 verzweifelten ,-1
 verzweifelter ,-1
 verzweifeltere ,-1
 verzweifelterem ,-1
 verzweifelteren ,-1
 verzweifelterer ,-1
 verzweifelteres ,-1
 verzweifeltes ,-1
 verzweifeltest ,-1
 verzweifeltet ,-1
 verzweifeltst ,-1
 verzweifeltste ,-1
 verzweifeltstem ,-1
 verzweifeltsten ,-1
 verzweifeltster ,-1
 verzweifeltstes ,-1
 verzweifl ,-1
 verzweifle ,-1
 verzweiflung ,-1
 verzweiflungen ,-1
 verzweiflungstat ,-1
 verzwickt ,-1
 verzwickte ,-1
 verzwicktem ,-1
 verzwickten ,-1
 verzwickter ,-1
 verzwicktere ,-1
 verzwickterem ,-1
 verzwickteren ,-1
 verzwickterer ,-1
 verzwickteres ,-1
 verzwicktes ,-1
 verzwicktest ,-1
 verzwickteste ,-1
 verzwicktestem ,-1
 verzwicktesten ,-1
 verzwicktester ,-1
 verzwicktestes ,-1
 vielfältig ,1
 vielfältige ,1
 vielfältigem ,1
 vielfältigen ,1
 vielfältiger ,1
 vielfältigere ,1
 vielfältigerem ,1
 vielfältigeren ,1
 vielfältigerer ,1
 vielfältigeres ,1
 vielfältiges ,1
 vielfältigst ,1
 vielfältigste ,1
 vielfältigstem ,1
 vielfältigsten ,1
 vielfältigster ,1
 vielfältigstes ,1
 vielmals ,1
 vielseitig ,1
 vielseitige ,1
 vielseitigem ,1
 vielseitigen ,1
 vielseitiger ,1
 vielseitigere ,1
 vielseitigerem ,1
 vielseitigeren ,1
 vielseitigerer ,1
 vielseitigeres ,1
 vielseitiges ,1
 vielseitigkeit ,1
 vielseitigst ,1
 vielseitigste ,1
 vielseitigstem ,1
 vielseitigsten ,1
 vielseitigster ,1
 vielseitigstes ,1
 vielstoffähigkeit ,1
 vielversprechend ,1
 vielversprechende ,1
 vielversprechendem ,1
 vielversprechenden ,1
 vielversprechender ,1
 vielversprechendere ,1
 vielversprechenderem ,1
 vielversprechenderen ,1
 vielversprechenderer ,1
 vielversprechenderes ,1
 vielversprechendes ,1
 vielversprechendst ,1
 vielversprechendste ,1
 vielversprechendstem ,1
 vielversprechendsten ,1
 vielversprechendster ,1
 vielversprechendstes ,1
 vielzahl ,1
 viper ,-1
 visionär ,1
 visionäre ,1
 visionären ,1
 visionäres ,1
 visionärs ,1
 vital ,1
 vitalität ,1
 vogelscheuche ,-1
 vokalarm ,-1
 völkermord ,-1
 volksaufstand ,-1
 volkstümlichkeit ,1
 voll ,1
 vollidiot ,-1
 vollkommen ,1
 vollkommene ,1
